sampleName	originalIndex	Cell.Type..Samples	MajorType	JustPyra	GabaDeep	PyramidalDeep	WithOxtr	WithHtr3a	CellType	forContanim	Normalize2.0	Normalize	MainName	Description	Region	Anatomical.Region	Age	AgeExact	Method	RNA.isolation.method	RNA.amplification.and.labeling.method	Platform	Reference	PMID	SharePermit	Notes	MouseStrain	ReporterGene	Cortex.Astrocyte	Cortex.Gabaergic	Cortex.Microglia	Cortex.Oligo	Cortex.Pyramidal	Brainstem.Astrocyte	Brainstem.Microglia	Brainstem.MotorCholin	Brainstem.Oligo	Brainstem.Serotonergic	Forebrain.Astrocyte	Forebrain.Cholin	Forebrain.Microglia	Forebrain.Oligo	SpinalCord.Astrocyte	SpinalCord.Microglia	SpinalCord.MotorCholin	SpinalCord.Oligo	Striatum.Astrocyte	Striatum.Cholin	Striatum.Microglia	Striatum.Oligo	Striatum.Spiny	Cerebellum.Astrocyte	Cerebellum.Basket	Cerebellum.CerebGranule	Cerebellum.Golgi	Cerebellum.Microglia	Cerebellum.Oligo	Cerebellum.Purkinje	Amygdala.Astrocyte	Amygdala.Gluta	Amygdala.Microglia	Amygdala.Oligo	Amygdala.Pyramidal	Hippocampus.Astrocyte	Hippocampus.DentateGranule	Hippocampus.Gabaergic	Hippocampus.Microglia	Hippocampus.Oligo	Hippocampus.Pyramidal	Thalamus.Astrocyte	Thalamus.Gabaergic	Thalamus.Hypocretinergic	Thalamus.Microglia	Thalamus.Oligo	Midbrain.Astrocyte	Midbrain.Cholin	Midbrain.Dopaminergic	Midbrain.Microglia	Midbrain.Oligo	Midbrain.Serotonergic	LocusCereuleus.Astrocyte	LocusCereuleus.Microglia	LocusCereuleus.Oligo	LocusCereuleus.Th_positive_LC	Ependymal.Astrocyte	Ependymal.Ependymal	Ependymal.Microglia	Ependymal.Oligo
A10_6_Chee_S1_M430A	46	I_A10:A10_15_Chee_S1_M430A,A10_16_Chee_S1_M430A,A10_17_Chee_S1_M430A,A10_18_Chee_S1_M430A,A10_19_Chee_S1_M430A,A10_13_Chee_S1_M430A,A10_13_Chee_S2_M430A,A10_14_Chee_S1_M430A,A10_14_Chee_S2_M430A,A10_15_Chee_S2_M430A,A10_16_Chee_S2_M430A,A10_17_Chee_S2_M430A,A10_18_Chee_S2_M430A,A10_19_Chee_S2_M430A,A10_2_b_Chee_S1_M430A,A10_2_b_Chee_S2_M430A,A10_2_Chee_S1_M430A,A10_2_Chee_S2_M430A,A10_20_Chee_S1_M430A,A10_20_Chee_S2_M430A,A10_6_Chee_S2_M430A,A10_7_Chee_S1_M430A,A10_7_Chee_S2_M430A,A10_8_Chee_S1_M430A,A10_8_Chee_S2_M430A,A10_3_b_Chee_S1_M430A,A10_3_b_Chee_S2_M430A,A10_3_Chee_S1_M430A,A10_3_Chee_S2_M430A,A10_6_Chee_S1_M430A	Neuron	NA	Dopaminergic	Dopaminergic	Dopaminergic	Dopaminergic	Dopaminergic	Dopaminergic	FALSE	TRUE	A10Dopaminergic	A10 Dopaminergic Neurons	Midbrain	Ventral Midbrain	46-80	Adult	LCM	Pico Pure RNA isolation kit	T7 IVT	GPL339	Chung et al., 2005	15888489	FALSE	NA			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.306019493822775	0.325768411998453	NA	0.29603694141766	0.315681737760647	0.260265971608475	NA	NA	NA	NA	NA	NA	NA	NA
A10_17_Chee_S1_M430A	46	I_A10:A10_15_Chee_S1_M430A,A10_16_Chee_S1_M430A,A10_17_Chee_S1_M430A,A10_18_Chee_S1_M430A,A10_19_Chee_S1_M430A,A10_13_Chee_S1_M430A,A10_13_Chee_S2_M430A,A10_14_Chee_S1_M430A,A10_14_Chee_S2_M430A,A10_15_Chee_S2_M430A,A10_16_Chee_S2_M430A,A10_17_Chee_S2_M430A,A10_18_Chee_S2_M430A,A10_19_Chee_S2_M430A,A10_2_b_Chee_S1_M430A,A10_2_b_Chee_S2_M430A,A10_2_Chee_S1_M430A,A10_2_Chee_S2_M430A,A10_20_Chee_S1_M430A,A10_20_Chee_S2_M430A,A10_6_Chee_S2_M430A,A10_7_Chee_S1_M430A,A10_7_Chee_S2_M430A,A10_8_Chee_S1_M430A,A10_8_Chee_S2_M430A,A10_3_b_Chee_S1_M430A,A10_3_b_Chee_S2_M430A,A10_3_Chee_S1_M430A,A10_3_Chee_S2_M430A,A10_6_Chee_S1_M430A	Neuron	NA	Dopaminergic	Dopaminergic	Dopaminergic	Dopaminergic	Dopaminergic	Dopaminergic	FALSE	TRUE	A10Dopaminergic	A10 Dopaminergic Neurons	Midbrain	Ventral Midbrain	46-80	Adult	LCM	Pico Pure RNA isolation kit	T7 IVT	GPL339	Chung et al., 2005	15888489	FALSE	NA			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.221195710807334	0.271201724122843	NA	0.223754650862887	0.244838262611812	0.257465365954528	NA	NA	NA	NA	NA	NA	NA	NA
A10_18_Chee_S1_M430A	46	I_A10:A10_15_Chee_S1_M430A,A10_16_Chee_S1_M430A,A10_17_Chee_S1_M430A,A10_18_Chee_S1_M430A,A10_19_Chee_S1_M430A,A10_13_Chee_S1_M430A,A10_13_Chee_S2_M430A,A10_14_Chee_S1_M430A,A10_14_Chee_S2_M430A,A10_15_Chee_S2_M430A,A10_16_Chee_S2_M430A,A10_17_Chee_S2_M430A,A10_18_Chee_S2_M430A,A10_19_Chee_S2_M430A,A10_2_b_Chee_S1_M430A,A10_2_b_Chee_S2_M430A,A10_2_Chee_S1_M430A,A10_2_Chee_S2_M430A,A10_20_Chee_S1_M430A,A10_20_Chee_S2_M430A,A10_6_Chee_S2_M430A,A10_7_Chee_S1_M430A,A10_7_Chee_S2_M430A,A10_8_Chee_S1_M430A,A10_8_Chee_S2_M430A,A10_3_b_Chee_S1_M430A,A10_3_b_Chee_S2_M430A,A10_3_Chee_S1_M430A,A10_3_Chee_S2_M430A,A10_6_Chee_S1_M430A	Neuron	NA	Dopaminergic	Dopaminergic	Dopaminergic	Dopaminergic	Dopaminergic	Dopaminergic	FALSE	TRUE	A10Dopaminergic	A10 Dopaminergic Neurons	Midbrain	Ventral Midbrain	46-80	Adult	LCM	Pico Pure RNA isolation kit	T7 IVT	GPL339	Chung et al., 2005	15888489	FALSE	NA			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.228178134080768	0.266890712112113	NA	0.223618451666185	0.252740620180133	0.253971834571696	NA	NA	NA	NA	NA	NA	NA	NA
A10_19_Chee_S1_M430A	46	I_A10:A10_15_Chee_S1_M430A,A10_16_Chee_S1_M430A,A10_17_Chee_S1_M430A,A10_18_Chee_S1_M430A,A10_19_Chee_S1_M430A,A10_13_Chee_S1_M430A,A10_13_Chee_S2_M430A,A10_14_Chee_S1_M430A,A10_14_Chee_S2_M430A,A10_15_Chee_S2_M430A,A10_16_Chee_S2_M430A,A10_17_Chee_S2_M430A,A10_18_Chee_S2_M430A,A10_19_Chee_S2_M430A,A10_2_b_Chee_S1_M430A,A10_2_b_Chee_S2_M430A,A10_2_Chee_S1_M430A,A10_2_Chee_S2_M430A,A10_20_Chee_S1_M430A,A10_20_Chee_S2_M430A,A10_6_Chee_S2_M430A,A10_7_Chee_S1_M430A,A10_7_Chee_S2_M430A,A10_8_Chee_S1_M430A,A10_8_Chee_S2_M430A,A10_3_b_Chee_S1_M430A,A10_3_b_Chee_S2_M430A,A10_3_Chee_S1_M430A,A10_3_Chee_S2_M430A,A10_6_Chee_S1_M430A	Neuron	NA	Dopaminergic	Dopaminergic	Dopaminergic	Dopaminergic	Dopaminergic	Dopaminergic	FALSE	TRUE	A10Dopaminergic	A10 Dopaminergic Neurons	Midbrain	Ventral Midbrain	46-80	Adult	LCM	Pico Pure RNA isolation kit	T7 IVT	GPL339	Chung et al., 2005	15888489	FALSE	NA			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.220470735318624	0.261487371364225	NA	0.219211078769447	0.250241676515555	0.247340398260858	NA	NA	NA	NA	NA	NA	NA	NA
A10_13_Chee_S1_M430A	46	I_A10:A10_15_Chee_S1_M430A,A10_16_Chee_S1_M430A,A10_17_Chee_S1_M430A,A10_18_Chee_S1_M430A,A10_19_Chee_S1_M430A,A10_13_Chee_S1_M430A,A10_13_Chee_S2_M430A,A10_14_Chee_S1_M430A,A10_14_Chee_S2_M430A,A10_15_Chee_S2_M430A,A10_16_Chee_S2_M430A,A10_17_Chee_S2_M430A,A10_18_Chee_S2_M430A,A10_19_Chee_S2_M430A,A10_2_b_Chee_S1_M430A,A10_2_b_Chee_S2_M430A,A10_2_Chee_S1_M430A,A10_2_Chee_S2_M430A,A10_20_Chee_S1_M430A,A10_20_Chee_S2_M430A,A10_6_Chee_S2_M430A,A10_7_Chee_S1_M430A,A10_7_Chee_S2_M430A,A10_8_Chee_S1_M430A,A10_8_Chee_S2_M430A,A10_3_b_Chee_S1_M430A,A10_3_b_Chee_S2_M430A,A10_3_Chee_S1_M430A,A10_3_Chee_S2_M430A,A10_6_Chee_S1_M430A	Neuron	NA	Dopaminergic	Dopaminergic	Dopaminergic	Dopaminergic	Dopaminergic	Dopaminergic	FALSE	TRUE	A10Dopaminergic	A10 Dopaminergic Neurons	Midbrain	Ventral Midbrain	46-80	Adult	LCM	Pico Pure RNA isolation kit	T7 IVT	GPL339	Chung et al., 2005	15888489	FALSE	NA			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.254823147079309	0.284523176762447	NA	0.241374015173098	0.336154265710473	0.275144534239494	NA	NA	NA	NA	NA	NA	NA	NA
A10_14_Chee_S1_M430A	46	I_A10:A10_15_Chee_S1_M430A,A10_16_Chee_S1_M430A,A10_17_Chee_S1_M430A,A10_18_Chee_S1_M430A,A10_19_Chee_S1_M430A,A10_13_Chee_S1_M430A,A10_13_Chee_S2_M430A,A10_14_Chee_S1_M430A,A10_14_Chee_S2_M430A,A10_15_Chee_S2_M430A,A10_16_Chee_S2_M430A,A10_17_Chee_S2_M430A,A10_18_Chee_S2_M430A,A10_19_Chee_S2_M430A,A10_2_b_Chee_S1_M430A,A10_2_b_Chee_S2_M430A,A10_2_Chee_S1_M430A,A10_2_Chee_S2_M430A,A10_20_Chee_S1_M430A,A10_20_Chee_S2_M430A,A10_6_Chee_S2_M430A,A10_7_Chee_S1_M430A,A10_7_Chee_S2_M430A,A10_8_Chee_S1_M430A,A10_8_Chee_S2_M430A,A10_3_b_Chee_S1_M430A,A10_3_b_Chee_S2_M430A,A10_3_Chee_S1_M430A,A10_3_Chee_S2_M430A,A10_6_Chee_S1_M430A	Neuron	NA	Dopaminergic	Dopaminergic	Dopaminergic	Dopaminergic	Dopaminergic	Dopaminergic	FALSE	TRUE	A10Dopaminergic	A10 Dopaminergic Neurons	Midbrain	Ventral Midbrain	46-80	Adult	LCM	Pico Pure RNA isolation kit	T7 IVT	GPL339	Chung et al., 2005	15888489	FALSE	NA			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.267788946114348	0.316393855974132	NA	0.234242570050452	0.325004387475842	0.297139156903288	NA	NA	NA	NA	NA	NA	NA	NA
A10_2_Chee_S1_M430A	46	I_A10:A10_15_Chee_S1_M430A,A10_16_Chee_S1_M430A,A10_17_Chee_S1_M430A,A10_18_Chee_S1_M430A,A10_19_Chee_S1_M430A,A10_13_Chee_S1_M430A,A10_13_Chee_S2_M430A,A10_14_Chee_S1_M430A,A10_14_Chee_S2_M430A,A10_15_Chee_S2_M430A,A10_16_Chee_S2_M430A,A10_17_Chee_S2_M430A,A10_18_Chee_S2_M430A,A10_19_Chee_S2_M430A,A10_2_b_Chee_S1_M430A,A10_2_b_Chee_S2_M430A,A10_2_Chee_S1_M430A,A10_2_Chee_S2_M430A,A10_20_Chee_S1_M430A,A10_20_Chee_S2_M430A,A10_6_Chee_S2_M430A,A10_7_Chee_S1_M430A,A10_7_Chee_S2_M430A,A10_8_Chee_S1_M430A,A10_8_Chee_S2_M430A,A10_3_b_Chee_S1_M430A,A10_3_b_Chee_S2_M430A,A10_3_Chee_S1_M430A,A10_3_Chee_S2_M430A,A10_6_Chee_S1_M430A	Neuron	NA	Dopaminergic	Dopaminergic	Dopaminergic	Dopaminergic	Dopaminergic	Dopaminergic	FALSE	TRUE	A10Dopaminergic	A10 Dopaminergic Neurons	Midbrain	Ventral Midbrain	46-80	Adult	LCM	Pico Pure RNA isolation kit	T7 IVT	GPL339	Chung et al., 2005	15888489	FALSE	NA			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.27480856876489	0.343236862307172	NA	0.321424973146687	0.277253464022069	0.337096812965738	NA	NA	NA	NA	NA	NA	NA	NA
A10_20_Chee_S1_M430A	46	I_A10:A10_15_Chee_S1_M430A,A10_16_Chee_S1_M430A,A10_17_Chee_S1_M430A,A10_18_Chee_S1_M430A,A10_19_Chee_S1_M430A,A10_13_Chee_S1_M430A,A10_13_Chee_S2_M430A,A10_14_Chee_S1_M430A,A10_14_Chee_S2_M430A,A10_15_Chee_S2_M430A,A10_16_Chee_S2_M430A,A10_17_Chee_S2_M430A,A10_18_Chee_S2_M430A,A10_19_Chee_S2_M430A,A10_2_b_Chee_S1_M430A,A10_2_b_Chee_S2_M430A,A10_2_Chee_S1_M430A,A10_2_Chee_S2_M430A,A10_20_Chee_S1_M430A,A10_20_Chee_S2_M430A,A10_6_Chee_S2_M430A,A10_7_Chee_S1_M430A,A10_7_Chee_S2_M430A,A10_8_Chee_S1_M430A,A10_8_Chee_S2_M430A,A10_3_b_Chee_S1_M430A,A10_3_b_Chee_S2_M430A,A10_3_Chee_S1_M430A,A10_3_Chee_S2_M430A,A10_6_Chee_S1_M430A	Neuron	NA	Dopaminergic	Dopaminergic	Dopaminergic	Dopaminergic	Dopaminergic	Dopaminergic	FALSE	TRUE	A10Dopaminergic	A10 Dopaminergic Neurons	Midbrain	Ventral Midbrain	46-80	Adult	LCM	Pico Pure RNA isolation kit	T7 IVT	GPL339	Chung et al., 2005	15888489	FALSE	NA			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.224965530008819	0.262611342273112	NA	0.217662048808598	0.238279121387747	0.252106954761728	NA	NA	NA	NA	NA	NA	NA	NA
A10_7_Chee_S1_M430A	46	I_A10:A10_15_Chee_S1_M430A,A10_16_Chee_S1_M430A,A10_17_Chee_S1_M430A,A10_18_Chee_S1_M430A,A10_19_Chee_S1_M430A,A10_13_Chee_S1_M430A,A10_13_Chee_S2_M430A,A10_14_Chee_S1_M430A,A10_14_Chee_S2_M430A,A10_15_Chee_S2_M430A,A10_16_Chee_S2_M430A,A10_17_Chee_S2_M430A,A10_18_Chee_S2_M430A,A10_19_Chee_S2_M430A,A10_2_b_Chee_S1_M430A,A10_2_b_Chee_S2_M430A,A10_2_Chee_S1_M430A,A10_2_Chee_S2_M430A,A10_20_Chee_S1_M430A,A10_20_Chee_S2_M430A,A10_6_Chee_S2_M430A,A10_7_Chee_S1_M430A,A10_7_Chee_S2_M430A,A10_8_Chee_S1_M430A,A10_8_Chee_S2_M430A,A10_3_b_Chee_S1_M430A,A10_3_b_Chee_S2_M430A,A10_3_Chee_S1_M430A,A10_3_Chee_S2_M430A,A10_6_Chee_S1_M430A	Neuron	NA	Dopaminergic	Dopaminergic	Dopaminergic	Dopaminergic	Dopaminergic	Dopaminergic	FALSE	TRUE	A10Dopaminergic	A10 Dopaminergic Neurons	Midbrain	Ventral Midbrain	46-80	Adult	LCM	Pico Pure RNA isolation kit	T7 IVT	GPL339	Chung et al., 2005	15888489	FALSE	NA			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.344376325589019	0.299941917518617	NA	0.270921488116218	0.356720518273062	0.294202509200895	NA	NA	NA	NA	NA	NA	NA	NA
v2_yrt2.wt	47	S_yrt_wt:v2_yrt2-wt,v2_yrt2-wt1,v2_yrt3-wt,v2_yrt6-wt	Neuron	PyramidalMC	Pyramidal	NA	NA	NA	Pyramidal	Pyramidal	FALSE	TRUE	PyramidalMC	Pyramidal Neurons	Cortex	L5 MC (thick tufted)	46-80	60	Manual	Pico Pure RNA isolation kit	T7 IVT	GPL339	Unpublished	NA	FALSE	Somehow 3 of the samples are same as GSM215865,GSM215866,GSM215867			0.157015219407964	0.201957901256683	0.174781124549536	0.211025242373312	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
v2_yrt2.wt1	47	S_yrt_wt:v2_yrt2-wt,v2_yrt2-wt1,v2_yrt3-wt,v2_yrt6-wt	Neuron	PyramidalMC	Pyramidal	NA	NA	NA	Pyramidal	Pyramidal	FALSE	TRUE	PyramidalMC	Pyramidal Neurons	Cortex	L5 MC (thick tufted)	46-80	60	Manual	Pico Pure RNA isolation kit	T7 IVT	GPL339	Unpublished	NA	FALSE	Somehow 3 of the samples are same as GSM215865,GSM215866,GSM215867			0.157143929042903	0.202314750987057	0.17541317468247	0.212396182772467	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
v2_yrt3.wt	47	S_yrt_wt:v2_yrt2-wt,v2_yrt2-wt1,v2_yrt3-wt,v2_yrt6-wt	Neuron	PyramidalMC	Pyramidal	NA	NA	NA	Pyramidal	Pyramidal	FALSE	TRUE	PyramidalMC	Pyramidal Neurons	Cortex	L5 MC (thick tufted)	46-80	60	Manual	Pico Pure RNA isolation kit	T7 IVT	GPL339	Unpublished	NA	FALSE	Somehow 3 of the samples are same as GSM215865,GSM215866,GSM215867			0.160121834214342	0.20080186461202	0.174942781080586	0.185577310163483	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
v2_yrt6.wt	47	S_yrt_wt:v2_yrt2-wt,v2_yrt2-wt1,v2_yrt3-wt,v2_yrt6-wt	Neuron	PyramidalMC	Pyramidal	NA	NA	NA	Pyramidal	Pyramidal	FALSE	TRUE	PyramidalMC	Pyramidal Neurons	Cortex	L5 MC (thick tufted)	46-80	60	Manual	Pico Pure RNA isolation kit	T7 IVT	GPL339	Unpublished	NA	FALSE	Somehow 3 of the samples are same as GSM215865,GSM215866,GSM215867			0.153429585483579	0.196633409336026	0.174071864172773	0.151285817905571	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
v2_th118LC	48	S_th_lc:v2_th118LC,v2_th34LC,v2_th52LC	Neuron	NA	Th_positive_LC	Th_positive_LC	Th_positive_LC	Th_positive_LC	Th_positive_LC	Th_positive_LC	FALSE	TRUE	Th_positive_LC	Tyrosine Hydroxylase Expressing	LocusCereuleus	Locus Cereuleus	46-80	45	Manual	Pico Pure RNA isolation kit	T7 IVT	GPL339	Unpublished	NA	FALSE	NA			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.143563832455735	0.145659426555376	0.179338374993066	NA	NA	NA	NA	NA
v2_th34LC	48	S_th_lc:v2_th118LC,v2_th34LC,v2_th52LC	Neuron	NA	Th_positive_LC	Th_positive_LC	Th_positive_LC	Th_positive_LC	Th_positive_LC	Th_positive_LC	FALSE	TRUE	Th_positive_LC	Tyrosine Hydroxylase Expressing	LocusCereuleus	Locus Cereuleus	46-80	45	Manual	Pico Pure RNA isolation kit	T7 IVT	GPL339	Unpublished	NA	FALSE	NA			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.150087353150043	0.137345574120316	0.186928955876691	NA	NA	NA	NA	NA
v2_th52LC	48	S_th_lc:v2_th118LC,v2_th34LC,v2_th52LC	Neuron	NA	Th_positive_LC	Th_positive_LC	Th_positive_LC	Th_positive_LC	Th_positive_LC	Th_positive_LC	FALSE	TRUE	Th_positive_LC	Tyrosine Hydroxylase Expressing	LocusCereuleus	Locus Cereuleus	46-80	45	Manual	Pico Pure RNA isolation kit	T7 IVT	GPL339	Unpublished	NA	FALSE	NA			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.143087144244003	0.14319467269412	0.171128454509323	NA	NA	NA	NA	NA
v2_cbw60	49	S_cb_wt:v2_cbw60,v2_cbw73,v2_cbw87,v2_cbw87b	Neuron	NA	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje	FALSE	TRUE	Purkinje	Purkinje Cells	Cerebellum	Cerebellum	46-80	45	Manual	Pico Pure RNA isolation kit	T7 IVT	GPL339	Unpublished	NA	FALSE	NA			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.172882129720942	0.141854655264768	0.136733399417875	0.143799836789325	0.203592749363907	0.155867016297621	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
v2_cbw73	49	S_cb_wt:v2_cbw60,v2_cbw73,v2_cbw87,v2_cbw87b	Neuron	NA	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje	FALSE	TRUE	Purkinje	Purkinje Cells	Cerebellum	Cerebellum	46-80	45	Manual	Pico Pure RNA isolation kit	T7 IVT	GPL339	Unpublished	NA	FALSE	NA			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.174449484778419	0.126093773825787	0.116680679056606	0.146274593656788	0.203545462959264	0.145233489313663	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
v2_cbw87	49	S_cb_wt:v2_cbw60,v2_cbw73,v2_cbw87,v2_cbw87b	Neuron	NA	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje	FALSE	TRUE	Purkinje	Purkinje Cells	Cerebellum	Cerebellum	46-80	45	Manual	Pico Pure RNA isolation kit	T7 IVT	GPL339	Unpublished	NA	FALSE	NA			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.177168283111869	0.118554828958036	0.115091771722675	0.142230672431203	0.201639185109387	0.153630125902676	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
v2_cbw87b	49	S_cb_wt:v2_cbw60,v2_cbw73,v2_cbw87,v2_cbw87b	Neuron	NA	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje	Purkinje	FALSE	TRUE	Purkinje	Purkinje Cells	Cerebellum	Cerebellum	46-80	45	Manual	Pico Pure RNA isolation kit	T7 IVT	GPL339	Unpublished	NA	FALSE	NA			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.175412813464439	0.137130657116111	0.113056573794782	0.148275749072984	0.200440778427084	0.154819065064148	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSM465752	50	GSM465752,GSM465753	Glia	NA	Ependymal	Ependymal	Ependymal	Ependymal	Ependymal	Ependymal	TRUE	TRUE	Ependymal	CD24+ (ependymal cell)	Ependymal	sub ependymal zone	46-80	56	FACS			GPL1261	Beckervordersandforth et al 2010	21112568	TRUE	NA			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.345120954254289	NA	0.43489242897444	0.33213536849931
